reviewId,content,score,at,userName
aa7ffb33-d6e3-4ca6-9f74-33d48dd56964,terbaik,5,2026-05-23T15:24:42,Pengguna Google
79fc855b-4432-47a0-99b1-0bc88039d51a,mantap,5,2026-05-23T15:06:17,Pengguna Google
53b9403d-5911-41eb-8f44-c1a6510beb5e,bank nya amanah dan free TF ke e wallet dan bank lainnya saya seneng menggunakan aplikasi ini tapi sedikit saran ada fitur game penambah koin atau dapat reward tiap TF dan QR sama bikin fitur top up QR di mini market,5,2026-05-23T15:00:41,Pengguna Google
8fecb700-2f72-4054-82d6-46eac3470d78,mantap,5,2026-05-23T14:48:51,Pengguna Google
178311fc-86fa-4c4f-9a31-21d2ac4c174c,boga enak saya coba,5,2026-05-23T14:09:07,Pengguna Google
f52fc343-98bf-4f9b-869c-4681f059d5f1,bank digital terbaik,5,2026-05-23T13:46:01,Pengguna Google
16dade1b-f757-4559-b234-790277fb3ac4,sangat bagus,5,2026-05-23T13:18:02,Pengguna Google
39080e0b-a1f4-418f-831c-559aa50dd563,transfer ke pending mulu udh hampir setengah hari. di perbaiki yah,1,2026-05-23T13:16:15,Pengguna Google
1a06603b-6111-439b-afa8-ab2fcd3d94e8,mantap,4,2026-05-23T13:12:10,Pengguna Google
216e887a-2aba-4bb0-a65b-efb313b04bb9,ok,5,2026-05-23T12:17:30,Pengguna Google
c5acaed3-4d28-421f-ac37-410841f55ca4,"Seringkali server tidak tersambung dengan koneksi internet, padahal internet terkoneksi dengan baik apabila membuka aplikasi lain.",4,2026-05-23T11:45:03,Pengguna Google
ca28741a-4f87-4a6d-ac91-ec053eae29d4,pinjama semoga d acc,5,2026-05-23T10:47:54,Pengguna Google
a16f6a63-33a6-4cbe-b31a-e14e150fe20a,good,5,2026-05-23T09:18:38,Pengguna Google
ee4c9323-17aa-41ad-9d16-d19a480fc9fe,bagus,5,2026-05-23T08:24:19,Pengguna Google
d35e3875-3f8d-423b-ae9d-88533f33faf5,bagus,5,2026-05-23T08:23:10,Pengguna Google
ae59ee77-ba95-4e8d-b1a5-a4046a952d03,apk sampah udah isi saldo malah gak masuk saldonya,1,2026-05-23T07:17:55,Pengguna Google
004dd508-8e28-4525-932b-dcb27519cc79,membantu sekali,5,2026-05-23T07:14:20,Pengguna Google
3eb1289e-e0b2-4dc8-96b7-df0b6fc7f35e,bagus sekaliii,5,2026-05-23T05:35:19,Pengguna Google
18b6f261-8591-4bf4-8d2b-649358e4e350,terbaik,5,2026-05-23T05:26:35,Pengguna Google
f7461bc4-d04d-4c47-b945-1c38d3c6a027,"Selama ini penggunaan lancar dan aman, sudah pakai sejak 6 tahun yang lalu bahkan sudah request ATM kedua kalinya, sukses terus Bank JAGO Syariah",5,2026-05-23T05:10:56,Pengguna Google
20d0d56b-dcd6-4ec3-826f-c05c7f8395ca,Mantaap,4,2026-05-23T05:04:49,Pengguna Google
65ef1265-7d2a-44e2-a973-7b3b38e47981,"Saya sudah Videocall, saya sudah mengirim KTP, saya sudah terlihat jelas kalau saya adalah saya. Kenapa disaat saya lupa password dan login, koneksi terputus? PASSWORD BARU TIDAK BISA DIGANTI. TULISANNYA ""PASSWORD TIDAK BOLEH SAMA DENGAN YANG LAMA"" nah, dulu pas saya ingat password, ini device baru gabisa login. itu fitur video call buat apa ya? jelas-jelas muka saya terlihat jelas di kamera, jelas-jelas saya menunjukkan KTP. kenapa saya tidak bisa login bahkan lupa password saja gagal?",1,2026-05-23T04:37:56,Pengguna Google
6797e7c2-360d-4fe3-8773-1bc022e7489f,tolong jangan dibatasi gratis transfer nya,5,2026-05-23T03:45:57,Pengguna Google
20a8a23a-385b-4932-93f6-fe5c2718c670,beneran dapat bonus lho..,5,2026-05-23T02:48:37,Pengguna Google
1e482e13-7024-4124-956a-38e28e9d06d3,lumayan,5,2026-05-23T02:45:05,Pengguna Google
a1bea300-c978-47ca-9830-cfe15bbab535,aplikasi yang mantap👍,5,2026-05-23T02:24:39,Pengguna Google
7111274e-1482-4ae7-9fb8-1d7580c8c73f,masa transaksi gagal di ambil 5000 kan enggak boleh gitu seharusnya,1,2026-05-23T01:26:01,Pengguna Google
bb6209b9-1383-4290-b82e-171d5ff53f66,bagus,5,2026-05-23T01:05:48,Pengguna Google
5943987a-0042-4f6c-a065-d7b21c47d7fa,ok,5,2026-05-23T00:48:01,Pengguna Google
3be476d8-fe8d-43d1-9100-f38dbfba5fd5,good app,5,2026-05-23T00:07:27,Pengguna Google
e55b4233-2ef9-4fdb-9145-b503ccf0ae39,blm bisa mengajukan pinjaman,5,2026-05-23T00:01:27,Pengguna Google
5d74c2b0-eb33-483e-8cdc-11cd3c04257e,sangat bagus,5,2026-05-22T23:18:49,Pengguna Google
74d255cd-1fc4-45e9-837d-419a154f4111,trmksh bank jago sdh kasih cashback Rp3000🥰 lumayan nambah² saldo🤭 sangat disayangkan saya belum dapat pinjaman dari bank jago setiap buka apk bank jago cék pinjaman selalu ngga ada😞😭,5,2026-05-22T20:34:38,Pengguna Google
e05538a3-2cd1-4e4a-872e-59875d433026,terimakasih diantara yang baik,5,2026-05-22T20:26:11,Pengguna Google
8adab09c-a410-429c-a731-33353c89f02e,"Tolong DICEK LAGI DEVELOPER APLIKASINYA.. ini LOGIN BARU GANTI PASSWORD KOK BISA LOGIN, BIKIN EMOSI AJA",3,2026-05-22T20:22:35,Pengguna Google
11829829-81f8-4337-84ba-bfad6dae3b31,"bagaimna kalau lupa sandi,dan nomor sudah tidak bisa di pakai,hnya ada email",5,2026-05-22T19:56:39,Pengguna Google
7e190fec-f046-454b-8ade-2fda5408c512,Pelayanan yang sangat baik,5,2026-05-22T18:47:01,Pengguna Google
cf2e12d4-62d2-4624-8e55-68a5bc19fade,Sangat berguna dan mudah banget. Aplikasi ringan. Semoga semakin lama semakin banyak promo buat jagoan,5,2026-05-22T17:05:08,Pengguna Google
d51c6d4f-917e-4f54-914a-1f15c7c55b2b,mantaab...,5,2026-05-22T17:04:47,Pengguna Google
c213ee8d-a5d8-4bc1-8382-84f9e043a83b,keren mantap,5,2026-05-22T16:59:13,Pengguna Google
98abd0d2-9237-48ee-a49d-22a9422e53e8,mau transfer antar bank selalu gagal dan kalo transfer via e-wallet susah,1,2026-05-22T16:49:47,Pengguna Google
86654cf1-4d74-4be7-83e7-a6827790d82d,bagus sekali apalagi fitur jago syariah,5,2026-05-22T16:08:08,Pengguna Google
11d008c0-c2ee-4e6f-a6cf-301658e24eba,Uang nyangkut tidak bisa login,1,2026-05-22T15:54:05,Pengguna Google
b7407333-9698-48bf-a8e0-b7aef666931b,"bank jago sudah bagus namun ada yg kurang ga ada pitur login ke hp baru masuk dengan memasukan pin dan persikasi wajah,ga harus kirim no otp",1,2026-05-22T15:43:02,Pengguna Google
e43c09c9-0201-4764-8cc9-9a3fbc9ad5ef,mntap,5,2026-05-22T15:08:21,Pengguna Google
bb4be19f-c75c-4293-a31b-7938ba5d66ff,"Selama ini memakai Bank Jago selalu lancar&amanah.. Trimakasih Bank Jago, langsung saya kasih renting 5 semoga semakin sukses&selalu menjaga kepuasan nasabah..",5,2026-05-22T14:17:08,Pengguna Google
5dec8eab-2d4d-4755-96b7-84620658cc9a,"Bukti transaksi tidak ada keterangan ""sukses"" terkirim,,, jadi kalau ada transaksi yang gagal kirim / bayar. Kita komplain ke penerima,, pihak penerima tidak yakin kalau kita sudah bayar dari bank Jago",3,2026-05-22T13:39:02,Pengguna Google
e0e4c910-54b2-40e3-acbd-bae4171d0632,"Ini gimana cara ganti namanya, aku jd gk bisa aktifasi stockbit gara"" typo",2,2026-05-22T12:34:48,Pengguna Google
9aaa37bb-3e81-4888-b26d-9f5fc76c4059,top markotop,5,2026-05-22T12:34:13,Pengguna Google
573f39ed-3ca0-46d9-b496-e069b0a0afa9,oke,5,2026-05-22T11:11:39,Pengguna Google
b07004cb-3580-44a8-ae1b-f8e6c9faef3f,update terbaru ada bug nya. Karena skrg suka force close trus buat log in sulit bgt.,1,2026-05-22T11:06:56,Pengguna Google
18a984fd-bc4a-4aff-a65a-0bb583eaf22c,Tambahkan kantong valas akad wadiah.,1,2026-05-22T10:55:41,Pengguna Google
6b6e80d5-6355-404a-8393-5755a82120c9,ok topbgt,5,2026-05-22T09:43:18,Pengguna Google
1f17d403-9483-469f-bfcb-6500261322cb,bagus untuk pengiriman bebas admin,5,2026-05-22T09:22:40,Pengguna Google
14581398-b834-4dba-96c3-13b177995033,aplikasi tergoblok. udah tau no hp GK aktif tp masih dikirim verifikasi lewat no hp trus. emang apa gunanya email blok?,5,2026-05-22T09:01:58,Pengguna Google
d50c0591-827b-4e62-b0d9-66a32dea14ae,aku suka bunganya,5,2026-05-22T08:50:32,Pengguna Google
cebd58d6-58d4-4824-8539-29a98bae756d,tranfer saldo sdh terpotong uang tdk masuk kepenerima,1,2026-05-22T08:38:14,Pengguna Google
3159daed-2edb-407a-8088-19ad416742fd,"Top Up E-Walet Dana Nya Nyangkut, Syalannn..",1,2026-05-22T08:29:16,Pengguna Google
4b80ea75-341e-478d-b7a0-30f21d7b4d75,gak bisa transfer,1,2026-05-22T08:28:32,Pengguna Google
4181c1fb-8745-43f2-abaf-56ccfca9babc,ui gampang dipahami,5,2026-05-22T08:22:31,Pengguna Google
66b5ddb2-104f-4937-9afe-55e5de09c1e7,"semoga aman duit gua, mulai pakai ini aplikasi",5,2026-05-22T07:14:33,Pengguna Google
e7e7b44b-7721-48c9-a1b5-fe10dfa3977b,"saldo ada, mau TF gabisa, alasannya saldo ga cukup, apaan oi",1,2026-05-22T06:56:26,Pengguna Google
23a1d137-393e-4c11-b6f8-c8db09ddad8a,loh kok tidak bisa transfer? tidak bisa di gunakan app nya!,1,2026-05-22T03:04:59,Pengguna Google
ff92474f-6a32-44e7-9f23-3e79cbca97ee,ok,5,2026-05-22T02:47:09,Pengguna Google
b7763990-9a93-4ffc-a85f-e7d44b3aac4e,apk palsu ga bisa login,1,2026-05-22T01:49:11,Pengguna Google
d5a99a75-453c-4ef5-99a0-6d5b67344dde,"sudah 2 bulan penawaran pinjaman , giliran di ajukan untuk dicairkan tidak bisa, ditanyakan melalui chat alasan ditolak karena tidak memenuhi kriteria bank, kalau tidak memenuhi kriteria bank ngapain berikan penawaran berulang²kali,,",5,2026-05-22T01:01:16,Pengguna Google
39363b19-9374-479c-bc23-45cc3daf1906,"aplikasi lelet, kalah cepat oleh seabank",1,2026-05-22T00:19:57,Pengguna Google
30348bb6-4f02-48c6-957c-a94cc6a3f317,sering lag dan log out sendiri,3,2026-05-21T23:40:41,Pengguna Google
85af6cce-d80f-4db3-b869-35aea77a68eb,"Tolong donk Data lama saya di hapus, no hp hilang, akun sya hilang, NIK ktp sya hilang.... Tolong di hapus agar sy bisa kembali bertransaksi kembali...... Tolong dj respon tindakan",2,2026-05-21T22:57:50,Pengguna Google
bc35e673-1cae-486c-8893-ee91af9946c3,mantap,5,2026-05-21T22:32:16,Pengguna Google
e165dd33-d8b1-4187-9c29-9c113b0196f8,"bank jago,bank digital terbaik.saya ada pinjeman dibank jago. ,ga ada riwayat telat sehari pun.sudah lunas tapi ga di-ACC lagi pinjeman nya",5,2026-05-21T22:10:11,Pengguna Google
2dd0970c-61aa-4247-af4d-4f23cb7d29ab,halo Bank jago update tampilan aplikasi nya dong lebih modern elegan lagi dong,1,2026-05-21T21:08:29,Pengguna Google
d8ac75ae-070d-49d8-b8d6-9b93ea469f1b,gampang dan jelas,5,2026-05-21T20:04:40,Pengguna Google
c1b71ada-3346-4ee0-ae6f-a8506992fa33,ko baru pake gga bsa buat transfer ya,1,2026-05-21T19:18:35,Pengguna Google
da77924c-2c59-4888-a39c-920118f782d3,"halo tim jago, saya nasabah jago syari'ah, ingin bertanya untuk fitur kantong mata uang asing apakah ada /tidak? karena di saya tidak ada🙏",5,2026-05-21T16:58:29,Pengguna Google
079f50e5-7903-40e5-8633-413192b25fce,kerennm,5,2026-05-21T16:19:30,Pengguna Google
764c7a36-0db3-4bc6-b4d7-9ccedc2a1fde,saya anggota baru ..pembuatan menjadi anggota mudah prosesnya .. semoga saya nyaman bersama Jago Bank ini,5,2026-05-21T14:56:09,Pengguna Google
8112f5e0-e5fb-4b47-8e45-8615c5a13aa8,"mantap, terima kasih",5,2026-05-21T14:03:37,Pengguna Google
48a8abdf-b8fe-4e6f-8fb4-1ba857acb48a,parah kantong dan kartu fisik hilang semua cuman gara2 ga aktif dan login setahun,1,2026-05-21T12:49:53,Pengguna Google
fb624430-2097-458b-9002-88d2ba86cb71,Setelah kartu Fisik datang saya coba Nabung Top Up langsung ke kartu Alhamdulillah hitungan detik langsung masuk saldo. Mantap luar biasa! Semoga saya makin Jago dan Bank Jago makin berkembang...Pertahan kan! Salam sukses! Cuma saran untuk pembayaran masih kurang Seperti Pdam jawa tengah belum ada dan BPJS KESEHATAN Biar bayar2 makin gampang fan mudah....Semoga cepat di Update dan perbahrui...,5,2026-05-21T12:19:01,Pengguna Google
0cb4d7b5-c6c2-4da3-88b0-945a059d0bf6,"mau transfer ke rekening lain aja susah mesti ada peringatan pembayaran gagal,saldo tidak mencukupi, padahal saldo saya sangat mencukupi",1,2026-05-21T11:28:28,Pengguna Google
caac7c79-6e62-4adc-84a2-3fe776e03c9d,padahal sering melakukan transaksi di gopay dan gopay kan saldo nya masuk ke bank jago. tp ko blm muncul jg pinjaman atau dana cicilannya,4,2026-05-21T11:24:24,Pengguna Google
